	Eigenvector_centrality	Degree_centrality	Clustering_coefficient	Betweenness_centrality
O15350	0.037596660149613055	0.0038593929279232293	0.15294117647058825	0.0009910840825260775
Q9BUA0,P48551,Q15467	0.010213997083953971	0.001356002920621675	0.24358974358974358	0.0007449677300330854
P11940	0.007086927670383845	0.0030249295921560447	0.037037037037037035	0.0015825138344433528
Q14644	0.0032718907211495636	0.00041723166788359235	0.0	7.846658844601992e-06
Q96CN9,A4D0Z4	0.0014180081100746028	0.001043079169708981	0.06666666666666667	0.00010950339716913357
Q9NRC1	0.0012472976883443519	0.00010430791697089809	0.0	0.0
Q92636,B4DFB0	0.002540086359536338	0.0003129237509126943	0.3333333333333333	1.1197510605729735e-06
Q6RW13,A8MVQ5	0.0016229467184097602	0.0006258475018253885	0.0	0.00023512545074186436
Q9Y561,Q59H02,B4DRQ2	0.002170165027284731	0.0006258475018253885	0.0	5.163673284970971e-05
P48556,B4DX18	0.0027613855579528214	0.0003129237509126943	0.3333333333333333	0.00027596151057770525
P51617,Q96C06	0.02222032474314941	0.004172316678835924	0.10384068278805121	0.0013499655132259052
B5B2N9,B5B2N8,Q13469	0.013375486819768594	0.0019818504224470637	0.04411764705882353	0.0008315006579793905
P08238	0.020440645801038788	0.002503390007301554	0.08658008658008658	0.0006108648617380282
Q13501	0.022924871419326795	0.0038593929279232293	0.06722689075630252	0.0015593221501839834
Q9Y4K3	0.03820724677666253	0.009492020444351726	0.038559754851889685	0.006814950380200243
Q13158	0.013341792836991122	0.0039637008448941274	0.07539118065433854	0.0013285664952517
Q13163	0.004601091625518277	0.0009387712527380828	0.1111111111111111	2.4266997198363575e-05
O00178	0.00046259578891841844	0.00010430791697089809	0.0	0.0
O43293	0.0046842141596600455	0.0009387712527380828	0.09523809523809523	2.916722816605824e-05
P51511	0.00046259578891841844	0.00010430791697089809	0.0	0.0
Q96IZ0	0.004239053797124016	0.001356002920621675	0.03636363636363636	0.0003331661521471938
Q9UHY8,Q5EBN3	0.0016256438893984706	0.0003129237509126943	0.6666666666666666	1.967433256436627e-06
Q8IX03,B4DK05	0.0021496305718811345	0.0008344633357671847	0.03571428571428571	0.0004568649376869985
Q9BYG4	0.004335969115740942	0.0005215395848544905	0.5	1.8636980809936769e-06
P51512	0.0004701552692320539	0.00020861583394179617	0.0	2.264003761197393e-05
O94973	0.007569312917809564	0.0015646187545634712	0.10256410256410256	0.0002824273806708763
Q02846	0.00015626936278989752	0.0005215395848544905	0.0	0.0008668021367868221
B4DGD0,P05067	0.0276702206822462	0.008866172942526337	0.018207282913165267	0.009593843680393116
P29274,B3KVQ4	0.0013474007941025746	0.0009387712527380828	0.09523809523809523	3.5832358444263154e-05
P35609	0.01016051246833156	0.004380932512777719	0.028205128205128206	0.0018815909668235575
Q9ULZ9,Q8IWC3	0.000641183479969142	0.0003129237509126943	0.0	8.856805461692562e-06
P31949	0.0014455793959896924	0.0006258475018253885	0.0	1.7475609114937797e-05
Q92597	0.012710359306945902	0.006362782935224783	0.00273224043715847	0.007230651670359351
Q15208	0.003477925926441829	0.0007301554187962866	0.0	0.00021576202467177844
Q9BWA2,Q96MX4,B0QYK1	0.02391066147880258	0.012308334202565975	0.005097451274362818	0.01876285559842295
Q09666,A1A586,Q9BVU3	0.0026754898914955767	0.00041723166788359235	0.0	4.067519078361363e-05
Q9Y3M8,B2R789	0.002841836029925899	0.0009387712527380828	0.027777777777777776	9.761166677555004e-05
P15121	0.0010218495995333652	0.00010430791697089809	0.0	0.0
P29034	0.004040543662567559	0.0007301554187962866	0.1	5.93066401159811e-05
P06753,Q5VU72,Q5VU66	0.005206996359959732	0.001356002920621675	0.05454545454545454	0.0006752847476694133
Q9BRB3	0.0010328206472036369	0.00041723166788359235	0.16666666666666666	0.0005808555109492644
P22830,Q7KZA3,Q8NAN0	1.265052728744959e-29	0.0003129237509126943	0.0	0.0
O75027	7.818455839251856e-30	0.00010430791697089809	0.0	0.0
Q14671,Q53HH5	0.0017461508487882492	0.00020861583394179617	0.0	2.879908717285399e-05
Q96NW4	0.0010218495995333652	0.00010430791697089809	0.0	0.0
Q9UPZ9,B3KQG4	0.0010218495995333652	0.00010430791697089809	0.0	0.0
Q99767,Q59G28,Q5XKC0	0.003678147398948551	0.0009387712527380828	0.05555555555555555	0.00046365410068112964
Q9NYG2,B4DSK2	0.00215931003784961	0.00041723166788359235	0.16666666666666666	0.0001092550803416173
Q969G3	0.016557895311508513	0.0014603108375925732	0.15384615384615385	0.0003052957165591134
P11801	0.00014448687974459216	0.00010430791697089809	0.0	0.0
P01375,Q5STB3,C1K3N5	0.002486808192901054	0.0014603108375925732	0.030303030303030304	0.0004037254270057833
P24158	0.005540239452614635	0.001356002920621675	0.0	0.0008844426792538787
P49913	0.0007424325462893565	0.0006258475018253885	0.0	0.00015270929284560595
Q04206	0.08360193586585078	0.01199541045165328	0.05815423514538559	0.00748474373171878
P10147,A0N0R1	0.0023893997378687678	0.001147387086679879	0.1111111111111111	0.0002530561746584714
P28062,Q5QNR8	0.00021224810860197196	0.0005215395848544905	0.3333333333333333	6.623746518494221e-06
O15116	0.003521997320145678	0.0021904662563888596	0.09523809523809523	0.0015033741843091155
Q9Y2H8,Q5SZP5	0.0010218495995333652	0.00010430791697089809	0.0	0.0
P16452	0.0011069518758461305	0.001043079169708981	0.044444444444444446	0.00027719909795699175
P01116	0.005294131841644209	0.0015646187545634712	0.02857142857142857	0.000301289100159857
P04920,Q99654	5.73153916254726e-05	0.00020861583394179617	0.0	8.804018193755377e-07
Q08722	0.003888033530780282	0.001147387086679879	0.03636363636363636	0.0003424086731743316
Q86Y82,B1AJQ7	0.0005060595212353257	0.0009387712527380828	0.027777777777777776	0.00025442727521389307
Q9NUP1	0.0003253283068817887	0.0006258475018253885	0.6	9.52486600913016e-06
P58062	0.0001082779610199647	0.0008344633357671847	0.0	0.00022699438395644016
P16157,B3KX39,Q53ER1	0.001851442561528156	0.0014603108375925732	0.054945054945054944	0.0003196910897477871
Q15853	0.0078017856294015	0.0009387712527380828	0.23809523809523808	8.694559101553295e-06
Q9UQF2	0.00911394180264782	0.002503390007301554	0.14285714285714285	0.00042358919732515425
P48436	0.009691273307917983	0.001043079169708981	0.08888888888888889	0.0001831181784349828
Q99460	0.0025267375293369985	0.00041723166788359235	0.0	4.6051738897921164e-05
Q9Y215	3.0185563601144026e-05	0.0003129237509126943	0.0	0.0002062441533919747
P06276	7.793118330205319e-07	0.0003129237509126943	0.0	0.0
P36508	0.00812482803131388	0.0005215395848544905	0.3	1.4820844328263544e-05
Q8IWL1	2.866675900943324e-05	0.00041723166788359235	0.0	1.5824946545163288e-06
Q8IWL2	0.000262683117596549	0.0005215395848544905	0.0	0.0001912913766702502
Q9UGM3	1.0052533761978857e-05	0.00020861583394179617	0.0	9.936529782160413e-07
Q92614,Q9NYE8	0.0007309121480405215	0.00020861583394179617	0.0	5.771914725442848e-05
P02745	0.0014416992981967913	0.0016689266715343694	0.075	0.0004517802577363155
O14908,A6NL98,A8MZG3	0.0062142771835201295	0.0030249295921560447	0.0	0.0015503029225974547
O60381	0.006837353223486046	0.0009387712527380828	0.16666666666666666	0.0003623001401221694
P55083	3.441634976341436e-06	0.00010430791697089809	0.0	0.0
P35247	0.00013676150691681088	0.0005215395848544905	0.0	0.00026887462755622845
O15550,Q59HG3	0.000782505430523106	0.00020861583394179617	0.0	1.4880512964086343e-05
Q96GW7	0.0003498622499610189	0.001043079169708981	0.022222222222222223	6.376828642591791e-05
Q99613	0.0012836990227105371	0.0009387712527380828	0.08333333333333333	0.00014007633558800432
Q16537	0.002270472337746961	0.0007301554187962866	0.19047619047619047	0.0002056672642205103
B3KPR6,Q8N3P4,A8K8Q8	0.0004757538332303734	0.00010430791697089809	0.0	0.0
P14618	0.003260460245611504	0.001147387086679879	0.0	0.00035743588856400934
B7Z1G5,O94875,B7Z997	0.014985271533993818	0.002086158339417962	0.042105263157894736	0.00048195584051595355
Q9NQT4	0.0008657162506483085	0.0019818504224470637	0.21052631578947367	0.0004658092960146571
Q96S59	0.015382996292515579	0.0031292375091269424	0.021164021164021163	0.001959581812023557
P29803	4.195040342740841e-06	0.00010430791697089809	0.0	0.0
P11177	0.00016658183361710493	0.0006258475018253885	0.0	0.00020600771645244457
O00330	0.0038322555565166623	0.0006258475018253885	0.06666666666666667	0.00043945857296415853
O14713,Q53RS0	0.001594382131910563	0.0005215395848544905	0.0	4.413512334607906e-05
P08559	0.00032215060518898773	0.001043079169708981	0.17857142857142858	0.0002033666999812069
Q6PD62	0.0006808531559478731	0.0003129237509126943	0.0	1.7684569691526275e-05
P51825,Q14C88,B4DTU1	0.0007792215943817329	0.0005215395848544905	0.0	6.81325026277224e-05
P53611,Q6IB63	0.0007224163755950236	0.001356002920621675	0.07272727272727272	0.0005732731986464538
P20336	0.0005079110604483262	0.0017732345885052676	0.047619047619047616	0.00038574867630093934
P62820,Q5U0I6	0.0027088273126709625	0.002399082090330656	0.015810276679841896	0.0013807547267194616
Q12974	8.058167742094428e-05	0.00020861583394179617	0.0	3.161059834204214e-06
Q9HCS7	0.0011256931156243754	0.0007301554187962866	0.14285714285714285	0.00017322931191133316
Q9NS91	0.0002282941416831889	0.00041723166788359235	0.0	1.2596229098819017e-06
P63146	0.0011900059448110652	0.0007301554187962866	0.0	0.0002750716055687224
Q8IWV8	2.995791425830263e-05	0.00010430791697089809	0.0	0.0
P35241,B0YJ88,Q6PKD3	0.003161796914717535	0.0014603108375925732	0.0989010989010989	0.0001372170725597956
Q92887	0.0005654371994725652	0.0005215395848544905	0.1	6.202745890432858e-05
Q53X86,P03950	0.0009402902304921088	0.0007301554187962866	0.0	0.0006352929682672565
Q13387	0.00551459454611856	0.0019818504224470637	0.19852941176470587	0.00041929340578013275
O14936	0.005159915218830901	0.004068008761865026	0.04954954954954955	0.001911183960511013
P24386,A1L4D2	0.00066540717626729	0.001147387086679879	0.0	0.000107778498933531
B7ZLF5,O75052,Q3T551	0.0017570894987464164	0.0007301554187962866	0.19047619047619047	4.246841243990834e-05
P47224	0.0003846938785979976	0.0007301554187962866	0.047619047619047616	0.000293049153800048
Q8TDW5,A2RRF2	0.00014356684433153405	0.0003129237509126943	0.0	7.453549468165711e-06
Q86UR5,B7Z3S3	0.001887786003093737	0.0014603108375925732	0.054945054945054944	0.0004212757996460565
Q8TBN0	0.0001442716416886441	0.0006258475018253885	0.16666666666666666	2.7717505281154725e-05
Q8TDJ6	1.2784565325015041e-05	0.00010430791697089809	0.0	0.0
Q96QF0	0.000177436727536671	0.0006258475018253885	0.06666666666666667	5.84037795384069e-05
Q9UBP9	0.00046259578891841844	0.00010430791697089809	0.0	0.0
Q13555,O00561,Q13280	0.017241519172950217	0.0029206216751851465	0.036923076923076927	0.0009518051370354993
O60318	0.003566185829966161	0.0008344633357671847	0.03571428571428571	0.0006755606430420266
Q16584	0.008478369646327357	0.0017732345885052676	0.14285714285714285	0.0002150038850656289
P57105	0.0016638828032684073	0.0007301554187962866	0.0	0.0001483954951207653
Q14185	0.005194919686942612	0.0008344633357671847	0.10714285714285714	8.996483242531682e-05
Q13576,Q59HA3	0.0033953935014966177	0.0007301554187962866	0.0	3.9442786675495226e-05
Q9H8V3,Q96SJ9	0.002644368163277721	0.0007301554187962866	0.0	7.273462441514417e-05
Q92556,A4D1X5	0.0015207932264262303	0.00041723166788359235	0.16666666666666666	4.646509016831626e-06
Q96JJ3,Q7Z5G9	0.00033323799963870656	0.00020861583394179617	1.0	0.0
Q9UM13	0.00604216797175571	0.0009387712527380828	0.3611111111111111	0.0001989966620104419
Q03181,B7Z3W1	0.019739011530115782	0.0026076979242724524	0.11462450592885376	0.0003884077209919884
Q92696	0.00018091220279354143	0.00020861583394179617	0.0	1.563047095405989e-05
O00303	0.002046853340311994	0.001043079169708981	0.022222222222222223	0.000537582086928676
Q8TBA6	0.0004875052478420956	0.0005215395848544905	0.3333333333333333	5.071328540113156e-06
Q8N3F8	0.0036525622216793665	0.0003129237509126943	0.3333333333333333	5.617907324539786e-05
Q9NRL2	0.0030542378515472533	0.00041723166788359235	0.3333333333333333	3.5216878442677834e-05
Q9NP73	0.00042179270037123	0.00020861583394179617	1.0	0.0
P61019	0.0012272606587275475	0.0008344633357671847	0.10714285714285714	0.0002828761751654961
Q92610	0.0004757538332303734	0.00010430791697089809	0.0	0.0
Q9H2G9	0.00017210273517025715	0.00020861583394179617	1.0	0.0
Q12846	0.0021926253706842785	0.00271200584124335	0.043076923076923075	0.000945441780094758
P20338	0.010819989763144936	0.0021904662563888596	0.03333333333333333	0.001284800077374457
A5PKX7,Q92794	0.0019724414186199275	0.0005215395848544905	0.1	2.7463507632064403e-05
Q15276	0.005735339297076574	0.0016689266715343694	0.07692307692307693	0.0005344263165372673
O15066	0.0006953812444297199	0.0006258475018253885	0.13333333333333333	4.3503254434947754e-05
Q6WKZ4,B3KRW2,Q307T1	0.0003265899847361473	0.00020861583394179617	0.0	1.1075193810456854e-06
Q9UJ41	0.003800830066531613	0.001251695003650777	0.15151515151515152	0.00019741854479847414
Q96T51	0.0010553922798550212	0.0003129237509126943	0.0	1.607875357990244e-06
P10588	0.00818550232495994	0.0008344633357671847	0.3333333333333333	8.909251383587461e-05
P24468,B6ZGU1,B4DQJ2	0.011665698557247901	0.001356002920621675	0.08974358974358974	0.0002209003519532924
Q9H1K0	0.0017173620531145805	0.0007301554187962866	0.0	0.0001259623304438991
O60476	0.0004757538332303734	0.00010430791697089809	0.0	0.0
P20339,Q6FI44	0.004234622389782074	0.002503390007301554	0.012987012987012988	0.0008265199601294529
P49815	0.033069224821101355	0.0031292375091269424	0.12413793103448276	0.0011978109740616444
O00560,B2R5Q7	0.003843636128588754	0.0031292375091269424	0.021164021164021163	0.0007642252709605453
Q15075	0.0032275692876066746	0.001356002920621675	0.01818181818181818	0.00025403969592329215
Q13671	0.008502279647113664	0.0009387712527380828	0.16666666666666666	7.394680058966447e-05
A8MXF5,Q96AX2,A8MYT0	0.0007560113973652355	0.0003129237509126943	0.0	5.465975656425012e-05
Q92738,Q5VV10	0.005262498442539439	0.0005215395848544905	0.1	4.1865640101804616e-05
Q8IZP1	0.0020908625891954305	0.0003129237509126943	0.0	9.660956017074842e-06
Q60I27,Q8NAL7	0.00010656622084391037	0.00010430791697089809	0.0	0.0
Q8WYP3	0.0005149794146290059	0.0006258475018253885	0.0	1.1150280988971931e-05
Q6IPX1	0.00010656622084391037	0.00010430791697089809	0.0	0.0
P20340	0.0009313349929645065	0.0017732345885052676	0.029411764705882353	0.0006730135652233417
P31150	0.0028549020624568174	0.001147387086679879	0.03636363636363636	0.0005482502191999653
A8MVZ6,Q96G01	0.0021066923511569753	0.0009387712527380828	0.1388888888888889	0.0002621112010215377
Q92805	2.4617470624890616e-05	0.00041723166788359235	0.0	6.906499038542359e-06
Q13439,Q86W71	0.00021064184570309977	0.00041723166788359235	0.0	7.432311686969665e-05
Q8IUD2	0.0024471085869479125	0.0007301554187962866	0.1	9.558262590236835e-05
B9A6L2,Q9Y3P9	0.00038185213856225695	0.0003129237509126943	0.0	9.422714831232934e-06
O95235	0.00010156750687838215	0.00020861583394179617	0.0	2.422387875452816e-06
Q8TD16,Q96FU2	0.0014368903853916085	0.0007301554187962866	0.3	3.488449996585207e-05
P46939,Q6LBS5	0.0026003858656110925	0.0015646187545634712	0.1794871794871795	0.0005535842392852783
B3KUV5,Q96FW1	0.0004757538332303734	0.00010430791697089809	0.0	0.0
A0AVT1	0.0004757538332303734	0.00010430791697089809	0.0	0.0
P02786,A8K6Q8	0.0015903224295959987	0.001043079169708981	0.0	0.00023870079437731577
P61020	0.0018763260279596931	0.0007301554187962866	0.0	9.882711622907272e-05
Q8TB24,Q86U22	0.0003954529678834628	0.0003129237509126943	0.0	6.348294417427454e-06
P62834,A8KAH9	0.013708713759706519	0.003650777093981433	0.01893939393939394	0.001574361781000557
A4D1R7,O15164,A4D1R8	0.019993784956214445	0.0029206216751851465	0.10153846153846154	0.0005830054362098293
O43566	0.003414952121942793	0.0008344633357671847	0.07142857142857142	0.000240096577802291
O00522,A4D1F7,A6NNU0	0.00038517806306524884	0.00020861583394179617	0.0	1.800468643916821e-06
Q8TDF6,C0LTP3,C0LTP2	0.0013664428742898628	0.00020861583394179617	0.0	5.253720629529635e-07
Q8TEU7,A3KN82,B7ZML2	0.003110108958194196	0.0006258475018253885	0.0	5.453402134012087e-05
Q8IZJ4	0.0015516868355805035	0.00041723166788359235	0.0	1.1352993019777381e-05
Q9H165	0.0006247172812293063	0.00020861583394179617	0.0	7.544982615934817e-08
Q92565,Q5JPD2	0.0006262398500704034	0.00041723166788359235	0.0	5.365953913276144e-06
Q9H871	0.0004757538332303734	0.00010430791697089809	0.0	0.0
P61224	0.0033200892143996374	0.0006258475018253885	0.2	6.178222750832416e-05
O15211,Q9BWF0,Q4G0R5	0.0036072930334284047	0.0008344633357671847	0.03571428571428571	7.665288661757069e-05
P10114	0.007131052911308879	0.0021904662563888596	0.03508771929824561	0.0003918639175970831
Q9C0K0	0.0012376062496298032	0.00041723166788359235	0.16666666666666666	2.329891054518506e-06
Q59EK9,O15483	0.0007739796006954076	0.0007301554187962866	0.0	0.00010660254085776958
Q9UKE5	0.002525397686942342	0.0006258475018253885	0.0	1.6647147160543688e-05
P61225,Q5JQ44	0.0004303582852289988	0.0005215395848544905	0.0	9.195085809849209e-06
B4DGR4,Q8WXI2,B7ZLJ1	0.0024672610980823726	0.001147387086679879	0.07272727272727272	0.00012208912026453092
O00471,Q8IW24	0.0007065850812246507	0.0003129237509126943	0.0	6.5928492869649425e-06
Q9NV70	0.0001409779358073632	0.00010430791697089809	0.0	0.0
Q15311	0.007363808844839338	0.0014603108375925732	0.10989010989010989	0.00028052247056875617
Q96D71	0.006797471015572521	0.0008344633357671847	0.21428571428571427	5.228092528936864e-05
O60645,Q69YP2,Q6P2E8	0.0002879713815556281	0.0003129237509126943	0.3333333333333333	9.85127406313391e-06
P29972	0.002173368653750784	0.001043079169708981	0.03571428571428571	0.00021139666677590975
Q8IYI6	0.002305126908162734	0.001251695003650777	0.21212121212121213	0.0002769792393574679
Q92930	0.0027661881386455505	0.0006258475018253885	0.0	0.0001461414516588171
Q5JS13	0.003869949924130733	0.00020861583394179617	0.0	1.3131386148520481e-05
Q96KP1,B3KPN7	0.00024326222376722976	0.0005215395848544905	0.3	0.00040423678122783696
Q96A65,Q6NX51,Q541U8	0.0012329456427783462	0.0006258475018253885	0.2	2.3395691092578176e-05
Q63HP7,B8XXP2,Q9UPT5	0.0014640776784416174	0.0015646187545634712	0.0380952380952381	0.0007233954088241958
P46019	0.0004757538332303734	0.00010430791697089809	0.0	0.0
Q5JNZ8,Q8NFH8	0.008743333193737338	0.001147387086679879	0.12727272727272726	9.462352626333794e-05
P11234,Q6ZS74,Q53T32	0.0017586075662060089	0.0006258475018253885	0.26666666666666666	1.2976340343793217e-05
P98175	0.0011347826737675049	0.0006258475018253885	0.0	0.00017363715432511094
O75334	0.0017466777332584469	0.001251695003650777	0.4222222222222222	4.4397300893626735e-05
O75145	0.0018642494358614616	0.001356002920621675	0.34545454545454546	5.9820459105122686e-05
Q13136	0.0059598910536724226	0.002086158339417962	0.1503267973856209	0.0006285211549512407
Q03395	1.2424228022475254e-05	0.00010430791697089809	0.0	0.0
Q14028	0.00012967574516128076	0.0003129237509126943	0.0	0.00020685138244838606
B5A967,P21709,A1L3V3	0.00048553324459898724	0.00020861583394179617	0.0	1.1125648671654901e-05
P41181	2.207378449200364e-32	0.00020861583394179617	0.0	0.0
P29320,Q6P4R6	0.008755316955903482	0.001356002920621675	0.03636363636363636	0.0003661980556802033
P52799	0.010165825805350552	0.002399082090330656	0.04285714285714286	0.0005700263771175538
B3KXB2,Q8IW33,Q8WXA3	0.0007830053886843674	0.00020861583394179617	0.0	1.1398056828316132e-07
P15918	0.0016443251149801054	0.0005215395848544905	0.0	0.00011211432723346324
Q9BSL1	0.000678592221312587	0.0005215395848544905	0.0	1.0705231911882691e-05
P55895	7.946725410672152e-05	0.00020861583394179617	0.0	9.80620098388468e-07
B0FXP0,Q06609,Q6ZNA8	0.019578086880740832	0.0031292375091269424	0.10317460317460317	0.0015014149121620926
P07814	0.002173328425512432	0.0008344633357671847	0.0	0.00033167800039865677
P54136	0.00015642970288900061	0.0003129237509126943	0.0	4.750051591686549e-06
Q9BXW9	0.006873699853814972	0.0015646187545634712	0.13333333333333333	0.0002823078989228564
P51587	0.016809188179839993	0.002399082090330656	0.11462450592885376	0.0012678296145008493
Q14565	0.0008041776496627949	0.0005215395848544905	0.6666666666666666	2.15667727452882e-06
Q96B01	0.0004928866566337029	0.00010430791697089809	0.0	0.0
Q92698,A8K996	0.0004928866566337029	0.00010430791697089809	0.0	0.0
P16581	0.01054030083001597	0.001251695003650777	0.12121212121212122	0.0002850773243323424
Q9BQ66	0.007431108258964345	0.007927401689788255	0.014439096630877453	0.003837518657976527
Q9Y620	0.002635349809134275	0.0015646187545634712	0.02564102564102564	0.0003663229070545115
P54132	0.008753480888105007	0.0019818504224470637	0.07602339181286549	0.0009267121257225218
Q8IV36	0.0008595508198690098	0.0005215395848544905	0.0	3.2676285510458093e-05
Q13315	0.0202558474977762	0.004276624595806822	0.10121457489878542	0.0012428942501204064
Q9P287	0.0021519843187076835	0.0009387712527380828	0.08333333333333333	0.00041289463286238627
Q15835	0.003146338247192887	0.0007301554187962866	0.1	2.5542074564616445e-05
P35243,Q53XL0	0.0026538790569515833	0.0006258475018253885	0.2	1.6533495511684746e-05
P43250	0.002868581320864559	0.0016689266715343694	0.01098901098901099	0.00022065122513498768
P34947	0.004589070173930504	0.0019818504224470637	0.022058823529411766	0.0004827913609599248
Q8N2S1,B3KXY6	0.0007835276153649238	0.0003129237509126943	0.0	3.326914733827878e-05
Q6NT97,P18754,Q5T081	0.0039465493125496265	0.0014603108375925732	0.10606060606060606	0.00047356103481625855
Q6PJ06,P48729,Q05DL3	0.016725027635163717	0.0033378533430687388	0.03024193548387097	0.0013128281312863221
P52948	0.007470952004053345	0.0015646187545634712	0.07692307692307693	0.0005165464659135559
P62826,A8K3Z8	0.01965317438110581	0.0044852404297486175	0.05609756097560976	0.0032302440657898716
P43487	0.0006283732775628198	0.00041723166788359235	0.3333333333333333	2.254613554600818e-05
Q16778	0.0054068120892870235	0.0018775425054761655	0.0196078431372549	0.000415884405135995
O00505,Q8IYQ9,Q5JVM9	0.0035980113759643047	0.0008344633357671847	0.0	9.309265129460655e-05
O14980,B3KWD0	0.015365297004593301	0.00490247209763221	0.01616161616161616	0.002107126527208083
Q53GE1,Q9H6Z4	0.0009809970487523196	0.0003129237509126943	1.0	0.0
Q6FI13	0.00010054100640183358	0.00020861583394179617	0.0	9.280565647448605e-06
Q9HBX9	4.878473029410047e-08	0.0005215395848544905	0.0	0.000800491990390266
P04808	1.227648663915554e-09	0.00010430791697089809	0.0	0.0
P04090	1.2284470424837404e-09	0.00020861583394179617	0.0	0.00040030040157786344
Q8WXD0,Q3KU23	3.1730131370944985e-11	0.00041723166788359235	0.0	0.00020017196334202393
P51606,B4DNZ3	5.523878799629128e-05	0.00020861583394179617	0.0	1.4056204558818767e-05
P00797	8.889887876719965e-05	0.0007301554187962866	0.0	0.0003607660445212254
O75787	2.2377576512038137e-06	0.00010430791697089809	0.0	0.0
Q92824	0.0009589365049727522	0.0007301554187962866	0.0	0.0003289205035012917
Q99615,Q7Z784	0.005629610117021517	0.001147387086679879	0.08333333333333333	0.00015718458770194998
P15927	0.011213644457905689	0.0033378533430687388	0.04032258064516129	0.001458572982609318
P35244,A4D105	0.0007114996036788762	0.0006258475018253885	0.6666666666666666	7.421941036902737e-06
B4DNK3,Q12904,B4E1S7	0.0018371378831409772	0.0007301554187962866	0.0	5.814886330850747e-05
P23025	0.0033977778664457795	0.0014603108375925732	0.08791208791208792	0.0002674195668682623
Q13416,Q53TX5	0.003575966772249631	0.0021904662563888596	0.38095238095238093	7.985674588740397e-05
O15457	0.00039923932809218007	0.0007301554187962866	0.1	0.00022520428980134233
Q13156	0.0003661685691565912	0.00041723166788359235	0.5	8.073317138816539e-07
Q9NSU2,Q8WXE1	0.0026882651035087775	0.0009387712527380828	0.19444444444444445	5.468030126062528e-05
Q86TM6	0.004397928056572062	0.00041723166788359235	0.16666666666666666	2.243867004247755e-05
Q8NG08	0.0005296893462260242	0.0003129237509126943	0.3333333333333333	2.53313261793604e-06
Q3MI84,P43351,Q5DR82	0.006839415458869649	0.0014603108375925732	0.18181818181818182	0.00017098689113822916
Q9BTW9	0.0019944967919318245	0.0006258475018253885	0.0	0.00018472153178249813
P13051	0.0008945779012312057	0.00020861583394179617	0.0	9.532767082884107e-07
A6BM72	0.00035934665339907353	0.00010430791697089809	0.0	0.0
Q9UJW9	0.003386497476365207	0.0003129237509126943	0.0	3.60110378590043e-05
P27348	0.03299276524096771	0.00824032544070095	0.019138755980861243	0.0045914674888832335
P43034	0.004282323105970171	0.0018775425054761655	0.025	0.00043579144475770624
B3KXA5,P30622	0.001048051422857433	0.0006258475018253885	0.13333333333333333	4.946665780616848e-05
O75122,Q8NB74,Q96F87	0.00019351682949483116	0.00041723166788359235	0.16666666666666666	1.718311865149585e-05
Q92781	8.754068316456997e-06	0.00041723166788359235	0.0	3.0783079611030765e-06
P12271	0.0003165275564063638	0.00020861583394179617	0.0	0.00017334123632855385
A8K3H3,P13631	0.009647417087302372	0.001356002920621675	0.1282051282051282	5.219042308421719e-05
Q9BQY4	0.0039020390970376947	0.003546469177010535	0.07258064516129033	0.0016783422896495274
P02792	0.0017881342804974979	0.001356002920621675	0.0	0.0006211514527004349
P42166,P42167	0.0031143666106374377	0.0009387712527380828	0.05555555555555555	0.00015434887701888986
Q96AD5	0.0007095257973265182	0.0003129237509126943	0.0	4.772621907292051e-05
P47897	0.002203559736894288	0.0009387712527380828	0.027777777777777776	0.0007180531574752292
O43463	0.018912466785436666	0.0028163137582142483	0.15954415954415954	0.0007367886268400816
Q15014	0.004613317117233347	0.0007301554187962866	0.09523809523809523	0.00021588369057988244
P35869	0.025369902110459707	0.0028163137582142483	0.17666666666666667	0.00030426755016240087
Q14209	0.006119213875487443	0.001147387086679879	0.05454545454545454	0.00025999635255798993
Q499G5,O00716	0.005227189017566553	0.0009387712527380828	0.1111111111111111	2.3143112554043402e-05
Q16254	0.010896481874845486	0.001251695003650777	0.10606060606060606	7.672414465229725e-05
Q9BU62,Q68CR0	0.0012064183494875115	0.00041723166788359235	0.16666666666666666	4.256292657277464e-05
Q15291	0.002365026967928607	0.0003129237509126943	0.3333333333333333	7.056191328783703e-06
Q13029,Q5THJ1,B1AJZ4	0.005973705133252897	0.0003129237509126943	0.0	4.175867221457154e-06
Q17S11,Q12824,Q9H836	0.017313136815444132	0.0018775425054761655	0.10833333333333334	0.0005889400220038537
Q02447,Q86TP0	0.022368596539453257	0.0016689266715343694	0.2833333333333333	0.0004913918032816473
Q06587,A8JZZ0	0.0025680793241498806	0.001356002920621675	0.18181818181818182	0.0002556415117493015
Q92966	0.0020266517742474877	0.00020861583394179617	1.0	0.0
P05089	0.0004317109245637677	0.0003129237509126943	0.0	0.00020176220197145591
P78540	1.0864102469310982e-05	0.00010430791697089809	0.0	0.0
P51948	0.016445458500521773	0.0018775425054761655	0.13071895424836602	0.0003902305148588216
O15151	0.03069532485822624	0.002503390007301554	0.18840579710144928	0.0007250894831954088
O75884	0.0027850915609748633	0.00041723166788359235	0.0	0.0002004312544540644
Q6FHQ0,Q16576	0.010233262488167612	0.0018775425054761655	0.39215686274509803	0.00012435304541727815
Q09028,B4DRH0	0.01911485430862724	0.0032335454260978406	0.18924731182795698	0.0005373673749004837
Q13573	0.018688146785471104	0.00271200584124335	0.07076923076923076	0.0008177799538858916
