Pathogen	Pathogen_Uniprot_ID	Human_Uniprot_ID
Yersinia pestis	Q7CHU1	P30048
Yersinia pestis	Q8ZI61	P30048
Yersinia pestis	P68587	Q06830
Yersinia pestis	Q8D041	Q96QH2
Yersinia pestis	A0A0H2W3X0	O75400
Yersinia pestis	Q7CJU1	Q5VTL8
Yersinia pestis	Q7ARF1	Q5VTL8
Yersinia pestis	Q8ZCQ2	Q96BP3
Yersinia pestis	A0A384L498	Q5VV67
Yersinia pestis	Q8CZK5	Q9H939
Yersinia pestis	P17778	Q13427
Yersinia pestis	Q8D126	P23284
Yersinia pestis	Q8CZR5	Q8NEY8
Yersinia pestis	A0A384LB40	P10619
Yersinia pestis	Q8ZIL4	P10619
Yersinia pestis	Q7CG77	Q4J6C6
Yersinia pestis	A0A384LDT6	P05186
Yersinia pestis	Q7CJU1	P48454
Yersinia pestis	A0A384KMD8	P67775
Yersinia pestis	P17778	Q96QC0
Yersinia pestis	Q8ZAQ2	P62140
Yersinia pestis	Q8ZFR0	Q7Z3K3
Yersinia pestis	P28808	Q7Z3K3
Yersinia pestis	Q56989	Q7Z3K3
Yersinia pestis	Q8ZJF3	Q7Z3K3
Yersinia pestis	Q8ZA76	Q7Z3K3
Yersinia pestis	P58543	Q7Z3K3
Yersinia pestis	Q8ZGX4	Q7Z3K3
Yersinia pestis	A0A384L498	Q01860
Yersinia pestis	Q7ARK4	P14859
Yersinia pestis	Q8D014	Q96HA1
Yersinia pestis	P69961	Q96HA1
Yersinia pestis	A0A384K834	Q96T60
Yersinia pestis	A0A2S9PJQ7	Q01453
Yersinia pestis	Q8ZEL7	O15031
Yersinia pestis	Q8D1N0	O43157
Yersinia pestis	Q8CL86	Q9BX97
Yersinia pestis	Q56974	Q9BX97
Yersinia pestis	Q8ZDG9	Q9BX97
Yersinia pestis	A0A384LBS1	P13796
Yersinia pestis	P58497	Q9NRQ2
Yersinia pestis	Q8CLY1	Q9NRY6
Yersinia pestis	A0A384KST0	Q9NRY6
Yersinia pestis	Q8ZJ16	Q9NRY6
Yersinia pestis	Q9X6B0	Q9NRY6
Yersinia pestis	Q8ZIL5	Q9NRY6
Yersinia pestis	Q8ZJ74	Q9NRY6
Yersinia pestis	Q8CZQ9	O15162
Yersinia pestis	Q7CGI0	O15162
Yersinia pestis	Q0WBF9	O43660
Yersinia pestis	O68779	Q04941
Yersinia pestis	A0A384LA61	P00747
Yersinia pestis	Q7CGB6	P00747
Yersinia pestis	Q8D1A4	Q9NYY3
Yersinia pestis	Q8D1P6	Q6P4A8
Yersinia pestis	Q8CZT4	Q6DJT9
Yersinia pestis	Q8ZCU2	Q53GL0
Yersinia pestis	A0A384KFS5	Q9H7P9
Yersinia pestis	Q8ZC32	Q9HB21
Yersinia pestis	Q8D054	O43164
Yersinia pestis	Q8ZGW9	O00562
Yersinia pestis	Q8ZC51	Q9BXM7
Yersinia pestis	Q9X6B0	Q9UKJ0
Yersinia pestis	A0A384L966	Q9UKJ1
Yersinia pestis	A0A384LLI6	Q13492
Yersinia pestis	Q8ZA84	Q13492
Yersinia pestis	P42713	Q9Y6X2
Yersinia pestis	Q8D0V9	P42356
Yersinia pestis	A0A0H2W529	Q8WYR1
Yersinia pestis	Q0WJU7	Q99570
Yersinia pestis	Q8D0R4	Q6NYC8
Yersinia pestis	A0A384KHX8	Q8N3S3
Yersinia pestis	Q8D131	Q8TCD6
Yersinia pestis	Q8D016	Q8WV24
Yersinia pestis	Q7ARB3	O43189
Yersinia pestis	Q0WFZ3	Q9UIL8
Yersinia pestis	Q8D111	P00439
Yersinia pestis	A0A384L9B9	P21810
Yersinia pestis	A0A384KIG3	P21810
Yersinia pestis	Q8D194	P36871
Yersinia pestis	A0A384KKF8	P00558
Yersinia pestis	Q7ARH3	P00558
Yersinia pestis	Q8ZA76	P00558
Yersinia pestis	Q8D015	Q9UHV9
Yersinia pestis	Q8ZJP8	Q96BD5
Yersinia pestis	A0A384KNN0	Q96BD5
Yersinia pestis	Q8CLD7	P50542
Yersinia pestis	Q8D0X2	O75381
Yersinia pestis	Q7CHA0	P14222
Yersinia pestis	P68590	P56645
Yersinia pestis	A0A384LMS9	P43116
Yersinia pestis	Q8ZJN2	Q5T2W1
Yersinia pestis	A0A384LDE1	Q5T2W1
Yersinia pestis	Q8ZHG7	Q6P996
Yersinia pestis	A0A384KFZ8	Q9P0J1
Yersinia pestis	A0A384KBL5	Q9NR12
Yersinia pestis	Q8ZAN0	Q9NR12
Yersinia pestis	A0A384LDW6	O00151
Yersinia pestis	Q8D0V8	Q16654
Yersinia pestis	A0A384LAC1	Q9BY77
Yersinia pestis	Q8D008	P30101
Yersinia pestis	A0A384L096	P30101
Yersinia pestis	O68723	P30101
Yersinia pestis	P40127	P30101
Yersinia pestis	Q8D0R7	Q08499
Yersinia pestis	Q8ZI65	O75340
Yersinia pestis	Q8CZP1	O75340
Yersinia pestis	Q8D0P1	O75340
Yersinia pestis	Q8ZCT2	Q8WUM4
Yersinia pestis	Q7CL81	P29122
Yersinia pestis	Q8CL08	Q15154
Yersinia pestis	Q0WDP0	Q15154
Yersinia pestis	A0A384KZW9	Q15154
Yersinia pestis	A0A384L807	O94913
Yersinia pestis	Q0WHE4	O94913
Yersinia pestis	Q8D1A4	Q15366
Yersinia pestis	A0A384L9C4	Q15366
Yersinia pestis	Q7CIC2	Q15365
Yersinia pestis	Q8CZT2	Q15365
Yersinia pestis	P17778	Q86U86
Yersinia pestis	Q8CLN8	P49023
Yersinia pestis	Q8CZH4	Q9UKK3
Yersinia pestis	Q8CZG2	Q9UKK3
Yersinia pestis	A0A384L807	Q9UKK3
Yersinia pestis	Q0WFZ1	Q9UKK3
Yersinia pestis	Q8ZFB2	Q9UKK3
Yersinia pestis	A0A384LGT3	P09874
Yersinia pestis	Q8ZBM5	Q8TEW8
Yersinia pestis	Q8CWG4	P51003
Yersinia pestis	A0A384KKB9	Q504Q3
Yersinia pestis	A0A384LAN6	Q8NC51
Yersinia pestis	Q8CZK5	Q9H074
Yersinia pestis	Q8CZR4	Q13093
Yersinia pestis	Q9RI12	Q9UNF0
Yersinia pestis	Q8CZZ7	Q9UNF0
Yersinia pestis	Q8ZC49	P11940
Yersinia pestis	A0A384KIW1	P11940
Yersinia pestis	Q0WHB8	P11940
Yersinia pestis	A0A0H2W4I9	P11940
Yersinia pestis	A0A384LGT3	P11940
Yersinia pestis	Q0WIR1	P11940
Yersinia pestis	Q8ZHG7	Q9UQ80
Yersinia pestis	P17778	P27986
Yersinia pestis	Q8D1M8	Q8WXI9
Yersinia pestis	Q8CLC4	Q8WXI9
Yersinia pestis	A0A384L3M8	Q8WXI9
Yersinia pestis	Q7ARH3	Q8WXI9
Yersinia pestis	Q8ZHG0	P04637
Yersinia pestis	A0A384L096	Q8IVL5
Yersinia pestis	Q8D0H2	O00443
Yersinia pestis	Q8Z9U1	Q96HP4
Yersinia pestis	A0A384KIW1	Q01804
Yersinia pestis	Q8ZGJ9	Q5VV17
Yersinia pestis	A0A384L2F1	Q5VV17
Yersinia pestis	Q8CLT0	Q92882
Yersinia pestis	Q8CL86	Q8IYS5
Yersinia pestis	Q8ZHG7	Q96SU4
Yersinia pestis	A0A384KEH5	Q96SN7
Yersinia pestis	Q8ZJF3	Q02218
Yersinia pestis	A0A384L7I3	O95273
Yersinia pestis	A0A384L807	O75807
Yersinia pestis	A0A384L6K3	O75703
Yersinia pestis	Q0WEC9	O94875
Yersinia pestis	A0A384KFZ8	O60290
Yersinia pestis	Q8ZA76	Q6ZNJ1
Yersinia pestis	Q8D169	O00376
Yersinia pestis	Q0WJ85	Q5VZ03
Yersinia pestis	Q8ZIC6	P52948
Yersinia pestis	A0A0H2W961	Q9UKK9
Yersinia pestis	Q7CK09	Q8NFP7
Yersinia pestis	Q8D0R8	P19338
Yersinia pestis	Q8CZQ9	P19338
Yersinia pestis	A0A384KST0	P19338
Yersinia pestis	A0A384K924	P19338
Yersinia pestis	A0A384L096	P19338
Yersinia pestis	Q8D1L8	P35658
Yersinia pestis	A0A384KHV9	O75694
Yersinia pestis	Q9X6B0	Q96KG9
Yersinia pestis	Q8D1J3	Q96L73
Yersinia pestis	Q8ZA76	Q96L73
Yersinia pestis	A0A384KTX0	O14786
Yersinia pestis	Q7CGR6	Q02297
Yersinia pestis	Q8ZGB4	O43847
Yersinia pestis	Q8CZM5	Q14994
Yersinia pestis	Q8ZB88	P16083
Yersinia pestis	A0A384KV46	P16083
Yersinia pestis	A0A384K9G2	Q9UFN0
Yersinia pestis	Q8D1N0	P06748
Yersinia pestis	Q8ZFR1	P06748
Yersinia pestis	Q8D0R4	Q86UR1
Yersinia pestis	Q8D1M6	Q9UM47
Yersinia pestis	Q8D176	Q9UM47
Yersinia pestis	A0A384LHP6	Q04721
Yersinia pestis	Q8ZJJ7	P46531
Yersinia pestis	Q8D176	P46531
Yersinia pestis	Q7CFY4	P46531
Yersinia pestis	Q8ZCW0	P46531
Yersinia pestis	Q8ZJI2	P46531
Yersinia pestis	Q8CLD1	Q9UMY1
Yersinia pestis	A0A384KD64	Q9H6W3
Yersinia pestis	Q8CLT3	Q9HBL8
Yersinia pestis	Q8ZHG0	Q9HBL8
Yersinia pestis	Q8ZJ07	Q13287
Yersinia pestis	A0A384LGR5	Q13287
Yersinia pestis	Q0WBR6	Q13287
Yersinia pestis	A0A384KST0	Q13287
Yersinia pestis	A0A384KBV6	P22307
Yersinia pestis	Q9ZC68	Q8N0W4
Yersinia pestis	A0A384KHN0	P30414
Yersinia pestis	Q7CGQ2	Q07444
Yersinia pestis	A0A384KNX2	O75323
Yersinia pestis	Q8ZD36	P14543
Yersinia pestis	Q8CZF9	Q9UJF2
Yersinia pestis	P69970	P19838
Yersinia pestis	Q9RI12	P19838
Yersinia pestis	Q8ZH58	P19838
Yersinia pestis	Q8ZEL2	P19838
Yersinia pestis	Q8ZAF1	P19838
Yersinia pestis	Q8ZF52	P19838
Yersinia pestis	Q8ZIM0	P19838
Yersinia pestis	Q8ZGJ9	P19838
Yersinia pestis	Q7ARB3	P19838
Yersinia pestis	Q9Z3B4	P19838
Yersinia pestis	A0A0H2W9H5	P19838
Yersinia pestis	Q8D1M9	P19838
Yersinia pestis	Q8D1A4	P19838
Yersinia pestis	Q8D133	P19838
Yersinia pestis	A0A2U2H232	P19838
Yersinia pestis	Q8D0V3	P19838
Yersinia pestis	Q8D0I9	P19838
Yersinia pestis	Q8D045	P19838
Yersinia pestis	Q8D007	P19838
Yersinia pestis	Q8CZZ4	P19838
Yersinia pestis	Q8CZN4	P19838
Yersinia pestis	Q8CZJ8	P19838
Yersinia pestis	Q8CZH3	P19838
Yersinia pestis	Q8CLE5	P19838
Yersinia pestis	Q8CL24	P19838
Yersinia pestis	A0A384KDB1	P19838
Yersinia pestis	A0A384K9K8	P19838
Yersinia pestis	Q0WK16	P19838
Yersinia pestis	A0A384KP52	P19838
Yersinia pestis	A0A384LNE2	P19838
Yersinia pestis	A0A384KE37	P19838
Yersinia pestis	A0A384KQ75	P19838
Yersinia pestis	A0A384LD58	P19838
Yersinia pestis	A0A384L3Q4	P19838
Yersinia pestis	Q7CIZ0	P19838
Yersinia pestis	A0A384KST0	P19838
Yersinia pestis	Q0WEL8	P19838
Yersinia pestis	Q7CI85	P19838
Yersinia pestis	A0A384KDB2	P19838
Yersinia pestis	Q0WHE2	P19838
Yersinia pestis	Q0WHE4	P19838
Yersinia pestis	A0A0H2W6A8	P19838
Yersinia pestis	A0A0H2W7Y4	P19838
Yersinia pestis	Q7CGD3	P19838
Yersinia pestis	A0A384LN38	P19838
Yersinia pestis	Q7CG26	P19838
Yersinia pestis	A0A384LDE1	P19838
Yersinia pestis	Q0W9V4	P19838
Yersinia pestis	Q9RID8	P19838
Yersinia pestis	Q8ZJ18	P19838
Yersinia pestis	O68699	P19838
Yersinia pestis	P58526	P19838
Yersinia pestis	Q8ZGA9	P19838
Yersinia pestis	Q8ZCK2	P19838
Yersinia pestis	Q8ZIH1	P19838
Yersinia pestis	Q8ZEL9	P19838
Yersinia pestis	Q8ZBK0	P19838
Yersinia pestis	Q8ZIL4	P19838
Yersinia pestis	Q8ZJF6	P19838
Yersinia pestis	A0A384KL53	Q16621
Yersinia pestis	Q8CL29	Q13469
Yersinia pestis	Q8D0V0	Q14494
Yersinia pestis	A0A384L768	Q14494
Yersinia pestis	A0A384L6S5	Q0ZGT2
Yersinia pestis	Q8D1F5	Q9HB63
Yersinia pestis	A0A384LDC3	P18615
Yersinia pestis	Q0WBC6	P22392
Yersinia pestis	Q8ZJJ5	P22392
Yersinia pestis	Q0WJU7	Q9GZM8
Yersinia pestis	P17778	Q9Y618
Yersinia pestis	Q8ZH37	Q9Y618
Yersinia pestis	A0A384LLI5	O75376
Yersinia pestis	Q8D194	O60502
Yersinia pestis	Q8D0R7	Q8NI08
Yersinia pestis	Q8CZT6	Q14686
Yersinia pestis	Q7CJM5	Q14686
Yersinia pestis	Q7CFY4	Q14686
Yersinia pestis	Q7CIG0	Q9Y6Q9
Yersinia pestis	Q0WA24	Q9Y6Q9
Yersinia pestis	Q8ZIX0	Q9Y6Q9
Yersinia pestis	Q8ZIL5	Q9Y6Q9
Yersinia pestis	Q8ZFB2	Q15596
Yersinia pestis	A0A384L519	P52298
Yersinia pestis	A0A384KBZ2	P13591
Yersinia pestis	Q8ZIH1	Q8N660
Yersinia pestis	Q8D1P8	Q3BBV2
Yersinia pestis	P68587	P0C2Y1
Yersinia pestis	Q8ZFR1	Q6ZS30
Yersinia pestis	Q8CWG4	Q8NFP9
Yersinia pestis	Q8CWG4	Q9UHE5
Yersinia pestis	A0A384KBV6	P43490
Yersinia pestis	Q7CGN7	Q9C000
Yersinia pestis	Q8ZJ10	Q9C000
Yersinia pestis	A0A384K818	Q9Y3Q0
Yersinia pestis	Q8ZBM5	Q9UJ70
Yersinia pestis	Q9ZC68	Q9UJ70
Yersinia pestis	Q0WG31	Q13506
Yersinia pestis	A0A0H2W631	Q86UW6
Yersinia pestis	Q8CL08	Q8WYB5
Yersinia pestis	P58543	Q9NPC6
Yersinia pestis	A0A384KIW1	Q5VU43
Yersinia pestis	Q8D0E4	Q15746
Yersinia pestis	Q8CZQ9	Q15746
Yersinia pestis	A0A384L2F1	Q15746
Yersinia pestis	Q7CJE7	Q15746
Yersinia pestis	Q7CIA2	P60660
Yersinia pestis	A0A384KTN2	P35579
Yersinia pestis	Q8ZFB2	P35579
Yersinia pestis	Q8D131	Q7Z406
Yersinia pestis	Q8D1P8	Q8N699
Yersinia pestis	Q8ZEL2	O75592
Yersinia pestis	A0A384KPD6	O75592
Yersinia pestis	Q0WJ26	O75592
Yersinia pestis	Q8ZHF1	O75592
Yersinia pestis	Q9ZC68	O75592
Yersinia pestis	Q8D169	Q92614
Yersinia pestis	A0A384KF61	Q92614
Yersinia pestis	A0A384L7I3	P20591
Yersinia pestis	Q8ZD12	P01871
Yersinia pestis	Q8ZDJ2	P01871
Yersinia pestis	Q9F287	P01871
Yersinia pestis	A0A384KJ22	P01871
Yersinia pestis	Q0WC84	P01871
Yersinia pestis	A0A384L7G7	P01871
Yersinia pestis	Q7CJU1	P01871
Yersinia pestis	Q0WED4	P01871
Yersinia pestis	Q7CGR6	P01871
Yersinia pestis	A0A0H2W7W5	P01871
Yersinia pestis	A0A384LPL9	P01871
Yersinia pestis	Q8ZA10	P01871
Yersinia pestis	Q8ZJF3	P01871
Yersinia pestis	Q9X6B0	P01871
Yersinia pestis	A0A384KEH5	Q99102
Yersinia pestis	Q8D1P4	O43312
Yersinia pestis	P17778	Q9Y2Z2
Yersinia pestis	Q7CJU1	O95248
Yersinia pestis	A0A384L3E0	Q13615
Yersinia pestis	Q8D1P8	Q13614
Yersinia pestis	Q8ZH40	Q13614
Yersinia pestis	A0A384LB40	Q13496
Yersinia pestis	Q8D068	O75081
Yersinia pestis	Q56990	P47224
Yersinia pestis	A0A384L4Z3	Q9HCI7
Yersinia pestis	Q9ZC63	Q9GZW8
Yersinia pestis	A0A3N4B1N2	O15438
Yersinia pestis	Q8CZU9	O15438
Yersinia pestis	A0A384L966	O75970
Yersinia pestis	Q7ARN5	O75970
Yersinia pestis	A0A384L578	Q00325
Yersinia pestis	Q7CKV6	P53985
Yersinia pestis	Q8D0H5	O96007
Yersinia pestis	P69974	Q7Z3U7
Yersinia pestis	A0A384LLU6	Q7L9L4
Yersinia pestis	A0A384L8E0	Q96BY2
Yersinia pestis	A0A384KFS5	Q15014
Yersinia pestis	Q8CKN3	Q96T76
Yersinia pestis	Q7CJE7	P14780
Yersinia pestis	Q8ZH37	P08253
Yersinia pestis	Q8ZE38	P24844
Yersinia pestis	A0A384LJV4	P24844
Yersinia pestis	Q8ZAA1	P19105
Yersinia pestis	A0A384KPQ0	Q8NEZ4
Yersinia pestis	A0A384L2Y1	Q8NEZ4
Yersinia pestis	Q8CZY2	P40692
Yersinia pestis	P68587	Q15773
Yersinia pestis	A0A384KJY0	Q15773
Yersinia pestis	Q8CZY7	Q9HBH9
Yersinia pestis	A0A384KPQ0	Q969V6
Yersinia pestis	Q8ZBC2	Q16539
Yersinia pestis	A0A384L966	Q13164
Yersinia pestis	A0A384KR24	Q96T58
Yersinia pestis	P58411	Q96T58
Yersinia pestis	Q8D1R1	Q96AX9
Yersinia pestis	Q8CZU2	Q96AX9
Yersinia pestis	Q0WDA9	Q09328
Yersinia pestis	Q0WII5	Q9UQ53
Yersinia pestis	Q8ZJ16	O43451
Yersinia pestis	P68587	Q9Y4C4
Yersinia pestis	Q8CLC4	Q5U5Q3
Yersinia pestis	P69984	P31153
Yersinia pestis	Q8ZEG8	P31153
Yersinia pestis	Q8ZAQ2	P31153
Yersinia pestis	A0A384L4Q0	P31153
Yersinia pestis	A0A384K9G2	P31153
Yersinia pestis	O68779	P31153
Yersinia pestis	Q0WGC0	P50221
Yersinia pestis	Q8D1Q5	O00470
Yersinia pestis	Q0WDP0	Q7Z7M0
Yersinia pestis	Q8D0I9	Q14814
Yersinia pestis	A0A384KYC4	Q9H204
Yersinia pestis	Q8ZI61	O75448
Yersinia pestis	Q8ZGC4	Q13503
Yersinia pestis	Q8ZAB3	O60244
Yersinia pestis	Q8D1M8	Q93074
Yersinia pestis	Q8D1C5	Q93074
Yersinia pestis	Q7CIZ3	Q93074
Yersinia pestis	Q8ZGH4	Q93074
Yersinia pestis	Q8D1F5	P21439
Yersinia pestis	Q8ZFX5	Q9NU22
Yersinia pestis	Q0WDP0	Q9P1T7
Yersinia pestis	A0A384L3Y0	Q9P1T7
Yersinia pestis	Q8D1H5	P15529
Yersinia pestis	Q8ZIL5	P15529
Yersinia pestis	A0A0H2W148	O60318
Yersinia pestis	Q7CIS2	O60318
Yersinia pestis	Q7CIA2	Q5VZF2
Yersinia pestis	Q8ZF52	Q9NR56
Yersinia pestis	Q74R28	Q9NR56
Yersinia pestis	Q9ZC30	Q9NR56
Yersinia pestis	Q8CLR7	Q9NR56
Yersinia pestis	Q0WD65	Q9NR56
Yersinia pestis	A0A384LM30	Q9NR56
Yersinia pestis	A0A384L848	Q9NR56
Yersinia pestis	Q8ZG09	Q9NR56
Yersinia pestis	Q8D1M2	Q9P267
Yersinia pestis	Q8D0V0	Q9P267
Yersinia pestis	Q8CZT7	Q9P267
Yersinia pestis	Q0WFZ1	Q9P267
Yersinia pestis	A0A384KFS5	Q9P267
Yersinia pestis	Q8ZDG9	Q9P267
Yersinia pestis	Q7CGS4	Q9P267
Yersinia pestis	Q8D068	P43243
Yersinia pestis	Q8D1K6	P27448
Yersinia pestis	Q7CIZ7	P27448
Yersinia pestis	Q0WF50	P27448
Yersinia pestis	A0A0H2W839	P27448
Yersinia pestis	A0A384LBS1	P27448
Yersinia pestis	A0A384L3E0	Q15691
Yersinia pestis	Q8ZDX4	Q15691
Yersinia pestis	A0A384LGT3	P27816
Yersinia pestis	Q8ZFX5	P27816
Yersinia pestis	A0A384KQE8	Q96JK9
Yersinia pestis	Q7ARE4	Q8IZL2
Yersinia pestis	Q8ZAW9	Q9HCI5
Yersinia pestis	A0A384K924	O60664
Yersinia pestis	Q8ZAQ2	O95819
Yersinia pestis	Q8ZBN6	Q6ZN16
Yersinia pestis	A0A2S9PK33	P07948
Yersinia pestis	Q7CJG3	P07948
Yersinia pestis	Q8CWG5	O60449
Yersinia pestis	Q0WBF9	Q13342
Yersinia pestis	Q8CZQ3	Q13342
Yersinia pestis	A0A384KIG3	Q9NQ29
Yersinia pestis	Q8Z9U2	Q8N2S1
Yersinia pestis	A0A384KAJ5	Q8N2S1
Yersinia pestis	Q8ZCW0	Q8N2S1
Yersinia pestis	Q8ZJC5	Q8N2S1
Yersinia pestis	Q8ZGA1	Q9Y608
Yersinia pestis	Q8CZY7	Q07954
Yersinia pestis	Q8CLY1	Q07954
Yersinia pestis	Q8D097	Q96JA1
Yersinia pestis	A0A384LLI5	O75427
Yersinia pestis	Q8ZAA1	O75427
Yersinia pestis	A0A0H2W8G4	Q96CN5
Yersinia pestis	Q0WBF9	P50851
Yersinia pestis	Q8ZBT8	O60711
Yersinia pestis	Q8D0I3	O60711
Yersinia pestis	Q8CZX0	O60711
Yersinia pestis	Q8CLR7	O60711
Yersinia pestis	A0A384LCM3	O60711
Yersinia pestis	Q9Z381	P42704
Yersinia pestis	Q8D0Z4	O14494
Yersinia pestis	Q0WHG1	O95490
Yersinia pestis	Q8D078	P09917
Yersinia pestis	Q8CLD8	P09917
Yersinia pestis	Q8D0M8	P09960
Yersinia pestis	A0A384L807	P43034
Yersinia pestis	P58680	P43034
Yersinia pestis	Q8D1J9	Q9UPQ0
Yersinia pestis	A0A0H2W5A2	Q9UPQ0
Yersinia pestis	Q8D194	Q9UHB6
Yersinia pestis	P28808	Q969G2
Yersinia pestis	A0A0H2W7F6	Q96PV6
Yersinia pestis	A0A384LBQ5	Q96PV6
Yersinia pestis	Q8ZCQ2	Q96PV6
Yersinia pestis	Q74R28	P17931
Yersinia pestis	Q8ZHG8	P17931
Yersinia pestis	Q8ZJ02	P17931
Yersinia pestis	Q7ARG4	P17931
Yersinia pestis	Q8D1P6	P17931
Yersinia pestis	A0A384KR24	P17931
Yersinia pestis	A0A384KQ38	P17931
Yersinia pestis	A0A0H2W3B9	P17931
Yersinia pestis	A0A384L1X8	P17931
Yersinia pestis	Q7CGR6	P17931
Yersinia pestis	Q0WA24	P17931
Yersinia pestis	A0A384L492	P17931
Yersinia pestis	A0A384LLI5	P17931
Yersinia pestis	Q7ARH3	P17931
Yersinia pestis	Q8ZIC6	Q6ICC9
Yersinia pestis	Q0WEU1	O95751
Yersinia pestis	A0A0H2W3V4	P07195
Yersinia pestis	A0A384KLT6	P00338
Yersinia pestis	A0A384KQ92	P00338
Yersinia pestis	A0A384KJ61	O43679
Yersinia pestis	A0A384KHA9	Q13094
Yersinia pestis	P58526	Q9UIC8
Yersinia pestis	A0A0H2W363	P06239
Yersinia pestis	A0A384LMB2	P06239
Yersinia pestis	Q8ZDA6	P06239
Yersinia pestis	Q8ZJ74	P06239
Yersinia pestis	Q8D194	Q96G23
Yersinia pestis	Q7CHR0	Q4G0J3
Yersinia pestis	Q8ZBN6	Q4G0J3
Yersinia pestis	Q8CKB2	Q14160
Yersinia pestis	A0A384L6L5	Q14160
Yersinia pestis	Q8CZQ2	Q96RT1
Yersinia pestis	Q8ZES0	P11279
Yersinia pestis	Q7ARB3	P11279
Yersinia pestis	Q8Z9U7	O15230
Yersinia pestis	A0A384KZU6	P18627
Yersinia pestis	Q8ZHI8	Q8WV93
Yersinia pestis	Q7CG77	Q16719
Yersinia pestis	Q0WJY2	P12956
Yersinia pestis	Q0WGA8	P12956
Yersinia pestis	A0A0H2W9H5	P14618
Yersinia pestis	Q0WJY2	P14618
Yersinia pestis	Q8CZR5	P14618
Yersinia pestis	A0A384KW77	P14618
Yersinia pestis	A0A384L9U0	P14618
Yersinia pestis	Q8CWG4	P24723
Yersinia pestis	Q0W9V4	O94806
Yersinia pestis	Q8D0H8	P05771
Yersinia pestis	Q8D0B2	Q96PQ7
Yersinia pestis	Q8D0W1	O95198
Yersinia pestis	Q8CZU2	Q9Y2M5
Yersinia pestis	Q8ZDJ6	Q53G59
Yersinia pestis	Q8D1N0	Q99612
Yersinia pestis	Q8D0V8	Q99612
Yersinia pestis	A0A384L8E0	Q13118
Yersinia pestis	Q0WB47	Q9H0B6
Yersinia pestis	Q8CLY1	Q92845
Yersinia pestis	A0A384L0J7	O43896
Yersinia pestis	Q8CLF6	O60333
Yersinia pestis	A0A384LK21	P46013
Yersinia pestis	P40127	Q14954
Yersinia pestis	A0A0H2W3M9	Q7Z4H8
Yersinia pestis	Q8CZW5	P22694
Yersinia pestis	Q8ZI61	P13861
Yersinia pestis	Q56993	P31321
Yersinia pestis	A0A384KHN0	P54819
Yersinia pestis	Q8CZW4	P00568
Yersinia pestis	P17778	P01834
Yersinia pestis	Q8ZHK5	P01834
Yersinia pestis	Q8CWG4	P01834
Yersinia pestis	A0A384KHX8	P01834
Yersinia pestis	Q7CKD4	P01834
Yersinia pestis	A0A384LH60	P01834
Yersinia pestis	Q0WHY6	P01834
Yersinia pestis	A0A384LPL9	P01834
Yersinia pestis	Q0W9V4	P01834
Yersinia pestis	A0A384L1X8	Q8IYS2
Yersinia pestis	Q8D1M8	Q8N163
Yersinia pestis	A0A384KU48	Q9P260
Yersinia pestis	A0A384L0J7	Q32MH5
Yersinia pestis	Q0WDE1	O60303
Yersinia pestis	Q8CKB6	Q6ZU52
Yersinia pestis	Q7CHU1	Q92537
Yersinia pestis	A0A384L498	Q6AI39
Yersinia pestis	Q8CZY2	Q92617
Yersinia pestis	A0A0H2W8Y1	Q92617
Yersinia pestis	Q8D008	P05412
Yersinia pestis	Q8ZGV2	P17275
Yersinia pestis	A0A0H2WA10	Q9H9V9
Yersinia pestis	Q8ZED8	O60271
Yersinia pestis	Q0WBI4	Q9Y2K7
Yersinia pestis	P68587	Q86YT9
Yersinia pestis	A0A384KWM5	Q86YT9
Yersinia pestis	Q8ZEK1	P23458
Yersinia pestis	Q8ZJP8	P23458
Yersinia pestis	A0A384KV61	P23458
Yersinia pestis	Q8ZAR2	P23458
Yersinia pestis	Q0WAP4	P23458
Yersinia pestis	Q8ZCW0	P78504
Yersinia pestis	Q8D0P9	Q9NQC1
Yersinia pestis	A0A384KMD8	Q9NQC1
Yersinia pestis	A0A384KTX0	P41229
Yersinia pestis	Q74PW2	Q96ST2
Yersinia pestis	Q8D1N0	P26440
Yersinia pestis	Q8CKW8	Q14573
Yersinia pestis	Q8D0S2	Q9Y287
Yersinia pestis	Q8CZW4	Q9Y287
Yersinia pestis	Q8ZBN2	Q9Y287
Yersinia pestis	Q7CFY4	P26010
Yersinia pestis	A0A384LFS9	P16144
Yersinia pestis	A0A0H2W8G4	P16144
Yersinia pestis	Q56989	P16144
Yersinia pestis	A0A384LLZ0	P05107
Yersinia pestis	Q0WFD2	P05556
Yersinia pestis	A0A3N4AXC4	P56199
Yersinia pestis	Q74R28	Q14654
Yersinia pestis	Q8D1M8	Q02556
Yersinia pestis	A0A384KW77	Q02556
Yersinia pestis	Q0WHE4	Q15306
Yersinia pestis	A0A384LK21	P14316
Yersinia pestis	Q7CLB2	P21399
Yersinia pestis	Q8ZES0	Q58WW2
Yersinia pestis	Q8ZHG0	P46940
Yersinia pestis	A0A384KFY6	O94829
Yersinia pestis	Q8D092	Q9NV88
Yersinia pestis	A0A384KI85	P15260
Yersinia pestis	Q8ZAQ2	Q8WYH8
Yersinia pestis	A0A384KT94	Q9UNL4
Yersinia pestis	A0A384KPX7	P17181
Yersinia pestis	A0A384K924	P20839
Yersinia pestis	Q8D1P8	O00629
Yersinia pestis	A0A384LGT3	Q12906
Yersinia pestis	Q8CLD8	P30740
